id,feature_2
564,54297.0405792664
565,54307.368516261435
566,54317.64884709143
567,54327.87945430809
568,54338.05823318612
569,54348.18309233174
570,54358.251954287385
571,54368.26275613233
572,54378.21345007921
573,54388.102004066066
574,54397.92640234393
575,54407.68464605969
576,54417.37475383408
577,54426.99476233461
578,54436.54272684332
579,54446.01672181923
580,54455.414841455124
581,54464.73520022882
582,54473.975933448426
583,54483.135197791795
584,54492.21117183963
585,54501.20205660246
586,54510.10607604104
587,54518.92147758021
588,54527.64653261601
589,54536.279537015835
590,54544.81881161165
591,54553.26270268593
592,54561.60958245038
593,54569.857849517095
594,54578.00592936223
595,54586.052274781905
596,54593.9953663402
597,54601.8337128093
598,54609.56585160143
599,54617.190349192584
600,54624.70580153793
601,54632.11083447874
602,54639.40410414067
603,54646.58429732344
604,54653.65013188166
605,54660.60035709669
606,54667.43375403956
607,54674.14913592467
608,54680.74534845436
609,54687.22127015405
610,54693.57581269799
611,54699.807921225576
612,54705.91657464787
613,54711.90078594462
614,54717.7596024514
615,54723.49210613685
616,54729.097413870084
617,54734.57467767797
618,54739.923084992406
619,54745.14185888732
620,54750.23025830561
621,54755.18757827558
622,54760.01315011722
623,54764.706341637895
624,54769.26655731767
625,54773.69323848412
626,54777.98586347644
627,54782.14394779908
628,54786.167044264635
629,54790.054743126
630,54793.806672197905
631,54797.42249696748
632,54800.90192069424
633,54804.24468449898
634,54807.45056744202
635,54810.51938659043
636,54813.450997074426
637,54816.245292132764
638,54818.90220314731
639,54821.42169966651
640,54823.80378941811
641,54826.04851831069
642,54828.155970424436
643,54830.126267990905
644,54831.95957136175
645,54833.656078966626
646,54835.21602726012
647,54836.63969065776
648,54837.92738146118
649,54839.07944977236
650,54840.096283397026
651,54840.9783077373
652,54841.72598567345
653,54842.33981743502
654,54842.82034046111
655,54843.16812925009
656,54843.383795198606
657,54843.467986430056
658,54843.42138761247
659,54843.244719766
660,54842.93874005982
661,54842.50424159885
662,54841.94205320003
663,54841.25303915838
664,54840.43809900292
665,54839.49816724244
666,54838.43421310125
667,54837.24724024498
668,54835.93828649647
669,54834.508423541876
670,54832.958756627086
671,54831.29042424444
672,54829.50459781004
673,54827.60248133141
674,54825.58531106602
675,54823.454355170405
676,54821.210913340234
677,54818.856316441226
678,54816.39192613125
679,54813.819134473444
680,54811.139363540744
681,54808.35406501173
682,54805.464719757976
683,54802.47283742303
684,54799.37995599321
685,54796.187641360106
686,54792.89748687529
687,54789.5111128969
688,54786.030166328725
689,54782.45632015144
690,54778.79127294657
691,54775.036748412924
692,54771.194494875956
693,54767.26628478997
694,54763.25391423345
695,54759.15920239759
696,54754.9839910682
697,54750.73014410109
698,54746.399546891225
699,54741.99410583551
700,54737.51574778975
701,54732.96641951962
702,54728.34808714591
703,54723.66273558428
704,54718.9123679796
705,54714.099005135
706,54709.22468493589
707,54704.29146176913
708,54699.30140593733
709,54694.25660306873
710,54689.15915352252
711,54684.0111717901
712,54678.8147858921
713,54673.57213677167
714,54668.28537768395
715,54662.95667358206
716,54657.58820049972
717,54652.1821449306
718,54646.740703204836
719,54641.26608086253
720,54635.76049202473
721,54630.226158761885
722,54624.665310460005
723,54619.08018318475
724,54613.473019043566
725,54607.8460655461
726,54602.201574963
727,54596.54180368345
728,54590.86901157139
729,54585.18546132082
730,54579.49341781024
731,54573.795147456454
732,54568.09291756796
733,54562.38899569801
734,54556.685648997634
735,54550.985143568774
736,54545.28974381767
737,54539.601711808784
738,54533.92330661928
739,54528.25678369446
740,54522.60439420417
741,54516.96838440044
742,54511.3509949765
743,54505.75446042738
744,54500.18100841235
745,54494.63285911918
746,54489.112224630604
747,54483.621308293135
748,54478.16230408828
749,54472.737396006465
750,54467.34875742387
751,54461.998550482196
752,54456.6889254717
753,54451.422020217615
754,54446.19995947011
755,54441.02485429799
756,54435.8988014863
757,54430.82388293806
758,54425.802165080146
759,54420.835698273746
760,54415.92651622925
761,54411.076635426005
762,54406.28805453698
763,54401.56275385846
764,54396.90269474509
765,54392.30981905028
766,54387.78604857218
767,54383.333284505396
768,54378.95340689862
769,54374.648274118306
770,54370.419722318526
771,54366.26956491717
772,54362.19959207872
773,54358.211570203595
774,54354.307241424285
775,54350.488323108555
776,54346.75650736959
777,54343.1134605834
778,54339.56082291369
779,54336.10020784409
780,54332.73320171805
781,54329.46136328663
782,54326.28622326399
783,54323.209283891025
784,54320.232018507144
785,54317.355871130276
786,54314.582256045265
787,54311.91255740083
788,54309.348128815065
789,54306.8902929898
790,54304.54034133365
791,54302.299533594145
792,54300.16909749888
793,54298.15022840579
794,54296.24408896279
795,54294.451808776656
796,54292.77448409143
797,54291.21317747639
798,54289.7689175236
799,54288.44269855522
800,54287.23548034065
801,54286.14818782347
802,54285.18171085847
803,54284.33690395865
804,54283.614586052325
805,54283.01554025047
806,54282.54051362426
807,54282.19021699298
808,54281.96532472227
809,54281.86647453279
810,54281.894267319476
811,54282.049266981194
812,54282.33200026107
813,54282.74295659747
814,54283.28258798558
815,54283.95130884979
816,54284.74949592679
817,54285.677488159425
818,54286.73558660144
819,54287.924054333
820,54289.24311638716
821,54290.69295968711
822,54292.273732994465
823,54293.985546868375
824,54295.8284736356
825,54297.80254737156
826,54299.907763892326
827,54302.144080757505
828,54304.51141728414
829,54307.009654571564
830,54309.63863553712
831,54312.398164962906
832,54315.28800955337
833,54318.3078980038
834,54321.457521079756
835,54324.73653170735
836,54328.14454507424
837,54331.681138741624
838,54335.345852766826
839,54339.13818983674
840,54343.05761541188
841,54347.1035578812
842,54351.27540872738
843,54355.572522702816
844,54359.994218016036
845,54364.53977652861
846,54369.208443962474
847,54373.999430117554
848,54378.911909099756
849,54383.94501955906
850,54389.0978649379
851,54394.369513729514
852,54399.75899974628
853,54405.26532239816
854,54410.88744698077
855,54416.62430497333
856,54422.47479434632
857,54428.43777987864
858,54434.51209348431
859,54440.69653454866
860,54446.98987027368
861,54453.39083603271
862,54459.898135734125
863,54466.510442194194
864,54473.22639751865
865,54480.04461349319
866,54486.96367198259
867,54493.98212533838
868,54501.09849681503
869,54508.31128099439
870,54515.618944218375
871,54523.019925029745
872,54530.512634620776
873,54538.09545728986
874,54545.766750905765
875,54553.52484737937
876,54561.368053142985
877,54569.294649636846
878,54577.302893802815
879,54585.391018585084
880,54593.55723343774
881,54601.799724839046
882,54610.11665681233
883,54618.50617145328
884,54626.96638946348
885,54635.495410690164
886,54644.09131467182
887,54652.75216118971
888,54661.47599082497
889,54670.26082552126
890,54679.10466915268
891,54688.00550809695
892,54696.961311813495
893,54705.97003342648
894,54715.02961031239
895,54724.137964692265
896,54733.293004228115
897,54742.49262262364
898,54751.73470022885
899,54761.01710464855
900,54770.33769135443
901,54779.69430430071
902,54789.08477654298
903,54798.50693086021
904,54807.95858037968
905,54817.437529204726
906,54826.94157304494
907,54836.46849984895
908,54846.0160904392
909,54855.58211914901
910,54865.16435446127
911,54874.76055964895
912,54884.36849341703
913,54893.985910545765
914,54903.61056253504
915,54913.24019824971
916,54922.87256456561
917,54932.50540701622
918,54942.13647043968
919,54951.76349962592
920,54961.38423996396
921,54970.99643808886
922,54980.59784252846
923,54990.18620434946
924,54999.759277802834
925,55009.31482096831
926,55018.850596397744
927,55028.3643717572
928,55037.85392046759
929,55047.31702234365
930,55056.751464231034
931,55066.15504064151
932,55075.5255543858
933,55084.86081720415
934,55094.158650394325
935,55103.416885436796
936,55112.633364617104
937,55121.80594164502
938,55130.932482270546
