id,feature_2
564,54001.61255241228
565,54019.6755930393
566,54031.93953036079
567,54036.38060412942
568,54036.26663197501
569,54031.99859811195
570,54023.65957926569
571,54013.24247081941
572,54005.31059850752
573,54006.370163328924
574,54020.64563219503
575,54022.54894017331
576,54022.836274886715
577,54021.925949339304
578,54020.4804838603
579,54018.901869048816
580,54017.5921961425
581,54016.98545783019
582,54017.35975653127
583,54018.56467233363
584,54019.7841232341
585,54019.69797233802
586,54019.41287555449
587,54019.07053562127
588,54018.78499424945
589,54018.615445288364
590,54018.58680291233
591,54018.686263589305
592,54018.85634416522
593,54019.00600292862
594,54019.050135988124
595,54018.97673726352
596,54018.904613756065
597,54018.85378757622
598,54018.83211277171
599,54018.83682462394
600,54018.8589625575
601,54018.88617852201
602,54018.906170015296
603,54018.911152600296
604,54018.90166756747
605,54018.88682072541
606,54018.8778290716
607,54018.87515060315
608,54018.877286905845
609,54018.88180431925
610,54018.88630228878
611,54018.889036261906
612,54018.8893220359
613,54018.88763723796
614,54018.885285701734
615,54018.88364751516
616,54018.88333019413
617,54018.88388030637
618,54018.884753276696
619,54018.885499913784
620,54018.88586947324
621,54018.88582619169
622,54018.88550518467
623,54018.88512349954
624,54018.884872125695
625,54018.88483076809
626,54018.88494909338
627,54018.88511098331
628,54018.88523405101
629,54018.885282128445
630,54018.88526034992
631,54018.88519943758
632,54018.88513676217
633,54018.885099919906
634,54018.88509756195
635,54018.885120105566
636,54018.88514903931
637,54018.885169033914
638,54018.88517483898
639,54018.88516891777
640,54018.88515759671
641,54018.88514732139
642,54018.88514210978
643,54018.88514264453
644,54018.885146917
645,54018.88515185249
646,54018.88515502719
647,54018.885155625976
648,54018.88515428518
649,54018.88515222981
650,54018.885150561015
651,54018.88514985744
652,54018.88515011105
653,54018.88515091117
654,54018.885151737835
655,54018.88515221991
656,54018.885152256655
657,54018.88515197961
658,54018.88515161496
659,54018.885151347946
660,54018.88515125976
661,54018.88515132964
662,54018.885151476854
663,54018.88515161343
664,54018.88515168366
665,54018.885151678245
666,54018.885151624076
667,54018.88515156081
668,54018.88515151894
669,54018.885151509334
670,54018.88515152547
671,54018.88515155204
672,54018.885151574286
673,54018.88515158403
674,54018.88515158108
675,54018.88515157084
676,54018.88515156009
677,54018.88515155369
678,54018.88515155298
679,54018.88515155638
680,54018.88515156108
681,54018.885151564646
682,54018.885151565904
683,54018.885151565075
684,54018.885151563176
685,54018.885151561386
686,54018.88515156044
687,54018.88515156048
688,54018.88515156115
689,54018.88515156197
690,54018.88515156253
691,54018.885151562674
692,54018.88515156248
693,54018.88515156214
694,54018.88515156184
695,54018.88515156171
696,54018.88515156174
697,54018.88515156186
698,54018.885151562004
699,54018.88515156209
700,54018.885151562106
701,54018.88515156207
702,54018.88515156201
703,54018.88515156195
704,54018.88515156193
705,54018.885151561946
706,54018.88515156197
707,54018.88515156199
708,54018.885151562004
709,54018.88515156201
710,54018.885151562004
711,54018.88515156199
712,54018.885151561975
713,54018.88515156197
714,54018.885151561975
715,54018.885151561975
716,54018.88515156199
717,54018.885151562004
718,54018.885151562004
719,54018.88515156199
720,54018.885151561975
721,54018.885151561975
722,54018.885151561975
723,54018.885151561975
724,54018.88515156199
725,54018.88515156199
726,54018.88515156199
727,54018.88515156199
728,54018.88515156199
729,54018.885151561975
730,54018.885151561975
731,54018.885151561975
732,54018.885151561975
733,54018.88515156199
734,54018.88515156199
735,54018.88515156199
736,54018.88515156199
737,54018.88515156199
738,54018.885151561975
739,54018.885151561975
740,54018.885151561975
741,54018.885151561975
742,54018.88515156199
743,54018.88515156199
744,54018.88515156199
745,54018.88515156199
746,54018.88515156199
747,54018.885151561975
748,54018.885151561975
749,54018.885151561975
750,54018.885151561975
751,54018.88515156199
752,54018.88515156199
753,54018.88515156199
754,54018.88515156199
755,54018.88515156199
756,54018.885151561975
757,54018.885151561975
758,54018.885151561975
759,54018.885151561975
760,54018.88515156199
761,54018.88515156199
762,54018.88515156199
763,54018.88515156199
764,54018.88515156199
765,54018.885151561975
766,54018.885151561975
767,54018.885151561975
768,54018.885151561975
769,54018.88515156199
770,54018.88515156199
771,54018.88515156199
772,54018.88515156199
773,54018.88515156199
774,54018.885151561975
775,54018.885151561975
776,54018.885151561975
777,54018.885151561975
778,54018.88515156199
779,54018.88515156199
780,54018.88515156199
781,54018.88515156199
782,54018.88515156199
783,54018.885151561975
784,54018.885151561975
785,54018.885151561975
786,54018.885151561975
787,54018.88515156199
788,54018.88515156199
789,54018.88515156199
790,54018.88515156199
791,54018.88515156199
792,54018.885151561975
793,54018.885151561975
794,54018.885151561975
795,54018.885151561975
796,54018.88515156199
797,54018.88515156199
798,54018.88515156199
799,54018.88515156199
800,54018.88515156199
801,54018.885151561975
802,54018.885151561975
803,54018.885151561975
804,54018.885151561975
805,54018.88515156199
806,54018.88515156199
807,54018.88515156199
808,54018.88515156199
809,54018.88515156199
810,54018.885151561975
811,54018.885151561975
812,54018.885151561975
813,54018.885151561975
814,54018.88515156199
815,54018.88515156199
816,54018.88515156199
817,54018.88515156199
818,54018.88515156199
819,54018.885151561975
820,54018.885151561975
821,54018.885151561975
822,54018.885151561975
823,54018.88515156199
824,54018.88515156199
825,54018.88515156199
826,54018.88515156199
827,54018.88515156199
828,54018.885151561975
829,54018.885151561975
830,54018.885151561975
831,54018.885151561975
832,54018.88515156199
833,54018.88515156199
834,54018.88515156199
835,54018.88515156199
836,54018.88515156199
837,54018.885151561975
838,54018.885151561975
839,54018.885151561975
840,54018.885151561975
841,54018.88515156199
842,54018.88515156199
843,54018.88515156199
844,54018.88515156199
845,54018.88515156199
846,54018.885151561975
847,54018.885151561975
848,54018.885151561975
849,54018.885151561975
850,54018.88515156199
851,54018.88515156199
852,54018.88515156199
853,54018.88515156199
854,54018.88515156199
855,54018.885151561975
856,54018.885151561975
857,54018.885151561975
858,54018.885151561975
859,54018.88515156199
860,54018.88515156199
861,54018.88515156199
862,54018.88515156199
863,54018.88515156199
864,54018.885151561975
865,54018.885151561975
866,54018.885151561975
867,54018.885151561975
868,54018.88515156199
869,54018.88515156199
870,54018.88515156199
871,54018.88515156199
872,54018.88515156199
873,54018.885151561975
874,54018.885151561975
875,54018.885151561975
876,54018.885151561975
877,54018.88515156199
878,54018.88515156199
879,54018.88515156199
880,54018.88515156199
881,54018.88515156199
882,54018.885151561975
883,54018.885151561975
884,54018.885151561975
885,54018.885151561975
886,54018.88515156199
887,54018.88515156199
888,54018.88515156199
889,54018.88515156199
890,54018.88515156199
891,54018.885151561975
892,54018.885151561975
893,54018.885151561975
894,54018.885151561975
895,54018.88515156199
896,54018.88515156199
897,54018.88515156199
898,54018.88515156199
899,54018.88515156199
900,54018.885151561975
901,54018.885151561975
902,54018.885151561975
903,54018.885151561975
904,54018.88515156199
905,54018.88515156199
906,54018.88515156199
907,54018.88515156199
908,54018.88515156199
909,54018.885151561975
910,54018.885151561975
911,54018.885151561975
912,54018.885151561975
913,54018.88515156199
914,54018.88515156199
915,54018.88515156199
916,54018.88515156199
917,54018.88515156199
918,54018.885151561975
919,54018.885151561975
920,54018.885151561975
921,54018.885151561975
922,54018.88515156199
923,54018.88515156199
924,54018.88515156199
925,54018.88515156199
926,54018.88515156199
927,54018.885151561975
928,54018.885151561975
929,54018.885151561975
930,54018.885151561975
931,54018.88515156199
932,54018.88515156199
933,54018.88515156199
934,54018.88515156199
935,54018.88515156199
936,54018.885151561975
937,54018.885151561975
938,54018.885151561975
