id,feature_2
564,53845.27581263492
565,53849.12485693602
566,53852.97390123712
567,53856.82294553822
568,53860.67198983932
569,53864.521034140416
570,53868.37007844151
571,53872.21912274261
572,53876.06816704371
573,53879.91721134481
574,53883.76625564591
575,53887.61529994701
576,53891.4643442481
577,53895.313388549206
578,53899.1624328503
579,53903.011477151405
580,53906.8605214525
581,53910.7095657536
582,53914.55861005469
583,53918.4076543558
584,53922.2566986569
585,53926.105742957996
586,53929.9547872591
587,53933.80383156019
588,53937.65287586129
589,53941.50192016239
590,53945.35096446349
591,53949.200008764594
592,53953.04905306569
593,53956.898097366786
594,53960.74714166788
595,53964.596185968985
596,53968.44523027008
597,53972.294274571184
598,53976.14331887228
599,53979.992363173376
600,53983.84140747448
601,53987.690451775576
602,53991.53949607668
603,53995.388540377775
604,53999.23758467887
605,54003.086628979974
606,54006.93567328107
607,54010.78471758217
608,54014.63376188327
609,54018.482806184365
610,54022.33185048546
611,54026.180894786565
612,54030.02993908766
613,54033.878983388764
614,54037.72802768986
615,54041.577071990956
616,54045.42611629206
617,54049.275160593155
618,54053.12420489426
619,54056.973249195355
620,54060.82229349645
621,54064.671337797554
622,54068.52038209865
623,54072.36942639975
624,54076.21847070085
625,54080.06751500195
626,54083.91655930304
627,54087.765603604144
628,54091.61464790524
629,54095.463692206344
630,54099.31273650745
631,54103.16178080854
632,54107.01082510964
633,54110.859869410735
634,54114.70891371184
635,54118.557958012934
636,54122.40700231404
637,54126.25604661513
638,54130.10509091623
639,54133.95413521733
640,54137.80317951843
641,54141.65222381953
642,54145.50126812063
643,54149.350312421724
644,54153.19935672283
645,54157.04840102392
646,54160.89744532503
647,54164.74648962612
648,54168.59553392722
649,54172.444578228315
650,54176.29362252942
651,54180.14266683052
652,54183.99171113162
653,54187.84075543271
654,54191.68979973381
655,54195.53884403491
656,54199.38788833601
657,54203.23693263711
658,54207.08597693821
659,54210.935021239304
660,54214.78406554041
661,54218.6331098415
662,54222.482154142606
663,54226.3311984437
664,54230.1802427448
665,54234.029287045894
666,54237.878331347
667,54241.72737564809
668,54245.5764199492
669,54249.4254642503
670,54253.27450855139
671,54257.12355285249
672,54260.97259715359
673,54264.82164145469
674,54268.67068575579
675,54272.51973005689
676,54276.36877435799
677,54280.21781865908
678,54284.066862960186
679,54287.91590726128
680,54291.764951562385
681,54295.61399586348
682,54299.46304016458
683,54303.31208446568
684,54307.16112876678
685,54311.01017306788
686,54314.859217368976
687,54318.70826167007
688,54322.55730597117
689,54326.40635027227
690,54330.255394573374
691,54334.10443887447
692,54337.953483175566
693,54341.80252747666
694,54345.651571777766
695,54349.50061607886
696,54353.349660379965
697,54357.19870468106
698,54361.04774898216
699,54364.89679328326
700,54368.745837584356
701,54372.59488188546
702,54376.443926186555
703,54380.29297048765
704,54384.14201478875
705,54387.99105908985
706,54391.84010339095
707,54395.68914769205
708,54399.53819199315
709,54403.38723629424
710,54407.236280595345
711,54411.08532489644
712,54414.934369197545
713,54418.78341349864
714,54422.632457799744
715,54426.48150210084
716,54430.330546401936
717,54434.17959070304
718,54438.028635004135
719,54441.87767930524
720,54445.72672360633
721,54449.57576790743
722,54453.424812208534
723,54457.27385650963
724,54461.12290081073
725,54464.97194511183
726,54468.820989412925
727,54472.67003371402
728,54476.519078015124
729,54480.36812231623
730,54484.21716661732
731,54488.06621091842
732,54491.91525521952
733,54495.76429952062
734,54499.613343821715
735,54503.46238812281
736,54507.311432423914
737,54511.16047672501
738,54515.009521026106
739,54518.85856532722
740,54522.70760962831
741,54526.55665392941
742,54530.405698230505
743,54534.25474253161
744,54538.103786832704
745,54541.9528311338
746,54545.80187543491
747,54549.65091973601
748,54553.499964037095
749,54557.34900833819
750,54561.1980526393
751,54565.0470969404
752,54568.896141241494
753,54572.74518554259
754,54576.59422984369
755,54580.44327414479
756,54584.292318445885
757,54588.141362746996
758,54591.99040704809
759,54595.83945134918
760,54599.688495650276
761,54603.53753995139
762,54607.38658425248
763,54611.23562855358
764,54615.08467285468
765,54618.93371715578
766,54622.782761456874
767,54626.63180575797
768,54630.48085005908
769,54634.32989436018
770,54638.17893866127
771,54642.027982962376
772,54645.87702726347
773,54649.72607156457
774,54653.575115865664
775,54657.42416016677
776,54661.27320446786
777,54665.12224876896
778,54668.97129307007
779,54672.820337371166
780,54676.66938167226
781,54680.51842597336
782,54684.36747027446
783,54688.21651457556
784,54692.06555887665
785,54695.914603177764
786,54699.76364747885
787,54703.61269177995
788,54707.461736081044
789,54711.310780382155
790,54715.15982468325
791,54719.00886898435
792,54722.85791328545
793,54726.706957586546
794,54730.55600188764
795,54734.40504618874
796,54738.25409048985
797,54742.103134790945
798,54745.95217909203
799,54749.801223393144
800,54753.65026769424
801,54757.499311995336
802,54761.34835629643
803,54765.197400597535
804,54769.04644489863
805,54772.89548919973
806,54776.74453350084
807,54780.593577801934
808,54784.44262210303
809,54788.29166640412
810,54792.14071070523
811,54795.989755006325
812,54799.83879930742
813,54803.68784360852
814,54807.53688790962
815,54811.38593221072
816,54815.23497651181
817,54819.08402081292
818,54822.93306511402
819,54826.782109415115
820,54830.63115371621
821,54834.480198017314
822,54838.32924231841
823,54842.178286619506
824,54846.02733092062
825,54849.876375221706
826,54853.7254195228
827,54857.5744638239
828,54861.42350812501
829,54865.272552426104
830,54869.1215967272
831,54872.9706410283
832,54876.8196853294
833,54880.668729630495
834,54884.51777393159
835,54888.3668182327
836,54892.21586253379
837,54896.06490683489
838,54899.91395113598
839,54903.76299543709
840,54907.61203973819
841,54911.461084039285
842,54915.31012834039
843,54919.159172641484
844,54923.00821694258
845,54926.85726124368
846,54930.70630554479
847,54934.55534984588
848,54938.40439414697
849,54942.25343844808
850,54946.10248274918
851,54949.951527050274
852,54953.80057135137
853,54957.64961565247
854,54961.49865995357
855,54965.347704254666
856,54969.196748555776
857,54973.04579285687
858,54976.89483715797
859,54980.743881459064
860,54984.59292576017
861,54988.44197006126
862,54992.29101436236
863,54996.14005866347
864,54999.98910296456
865,55003.838147265655
866,55007.68719156675
867,55011.53623586786
868,55015.38528016896
869,55019.23432447005
870,55023.08336877116
871,55026.93241307225
872,55030.78145737335
873,55034.630501674445
874,55038.479545975555
875,55042.328590276644
876,55046.17763457774
877,55050.02667887885
878,55053.87572317995
879,55057.72476748104
880,55061.57381178214
881,55065.42285608324
882,55069.27190038434
883,55073.120944685434
884,55076.969988986544
885,55080.81903328764
886,55084.668077588736
887,55088.517121889825
888,55092.366166190935
889,55096.21521049203
890,55100.06425479313
891,55103.91329909423
892,55107.76234339533
893,55111.61138769642
894,55115.46043199752
895,55119.30947629863
896,55123.158520599725
897,55127.00756490082
898,55130.85660920191
899,55134.70565350302
900,55138.55469780412
901,55142.40374210521
902,55146.252786406316
903,55150.10183070741
904,55153.95087500851
905,55157.799919309604
906,55161.648963610714
907,55165.49800791181
908,55169.34705221291
909,55173.19609651401
910,55177.045140815106
911,55180.8941851162
912,55184.7432294173
913,55188.59227371841
914,55192.4413180195
915,55196.29036232059
916,55200.13940662169
917,55203.9884509228
918,55207.837495223896
919,55211.68653952499
920,55215.535583826095
921,55219.38462812719
922,55223.23367242829
923,55227.08271672938
924,55230.93176103049
925,55234.78080533158
926,55238.62984963268
927,55242.47889393379
928,55246.327938234885
929,55250.17698253598
930,55254.02602683708
931,55257.87507113818
932,55261.724115439276
933,55265.57315974037
934,55269.42220404148
935,55273.27124834258
936,55277.120292643674
937,55280.96933694476
938,55284.818381245874
